kepid,kepoi_name,ra_str,dec_str,koi_pdisposition,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,koi_vet_stat,koi_vet_date
7117549,K04874.01,19h26m54.73s,+42d40m49.5s,FALSE POSITIVE,FALSE POSITIVE,0.56682,1.5e-05,-1.5e-05,131.7944,0.0039,-0.0039,44.5,7,-7,3,8.6,-8.6,0.02,0.19,-0.19,0,25,-25,81,1041,-1041,0.0141268,2.4e-07,-2.4e-07,0,,,,,,0.0062,0.007,-0.007,1.4,4.3,-4.3,0.74,0.84,-0.84,2495.0,483.0,-483.0,,,,,,,,,,1.1030,0.0000,0.0000,,,,,,,,Active,2013-09-05
2986833,K04875.01,19h23m07.71s,+38d11m16.0s,CANDIDATE,CANDIDATE,0.912163,1.4e-05,-1.4e-05,131.8159,0.0019,-0.0019,215,38,-38,1.06,0.26,-0.26,0.15,0.8,-0.8,0.95,0.28,-0.28,67,58,-58,0.0149685,1.5e-07,-1.5e-07,0,,,,,,0.0172,0.0096,-0.0096,2.4,5.1,-5.1,0.97,0.54,-0.54,1036.0,58.0,-58.0,,,,,,,,,,0.5160,0.0000,0.0000,,,,,,,,Active,2013-06-06
8940700,K04876.01,19h06m40.48s,+45d12m29.9s,FALSE POSITIVE,FALSE POSITIVE,190.6444,0.01,-0.01,229.457,0.026,-0.026,153,24,-24,11.9,3.3,-3.3,0.1,4.4,-4.4,0,43,-43,90,23,-23,0.648405,2.3e-05,-2.3e-05,0,,,,,,0.011,0.035,-0.035,118,1598,-1598,1.2,3.8,-3.8,316.7,0.0,-0.0,,,,,,,,,,1.0000,0.0000,0.0000,,,,,,,,Active,2013-07-31
9581589,K04877.01,19h15m53.24s,+46d15m54.7s,CANDIDATE,CANDIDATE,5.19208,0.00011,-0.00011,134.552,0.013,-0.013,78,11,-11,3.79,0.58,-0.58,4,84,-84,0.997,0.079,-0.079,59,28,-28,0.0613044,9e-07,-9e-07,0,,,,,,0.015,0.048,-0.048,2,1.5,-1.5,1.7,5.5,-5.5,1161.0,119.0,-119.0,,,,,,,,,,1.0650,0.0000,0.0000,,,,,,,,Active,2013-06-27
11804437,K04878.01,19h04m54.75s,+50d00m48.9s,FALSE POSITIVE,FALSE POSITIVE,449.012,0.021,-0.021,144.706,0.026,-0.026,76,16,-16,12.6,2.9,-2.9,0.1,3.8,-3.8,0,84,-84,90,19,-19,1.15361,3.5e-05,-3.5e-05,0,,,,,,0.008,0.028,-0.028,270,4518,-4518,1,3.3,-3.3,260.0,49.0,-49.0,,,,,,,,,,1.1010,0.0000,0.0000,,,,,,,,Active,2013-07-31
9850966,K04879.01,19h55m00.29s,+46d38m10.5s,FALSE POSITIVE,FALSE POSITIVE,8.48043,0.0002,-0.0002,135.846,0.012,-0.012,319,48,-48,5.3,1,-1,0.2,1.7,-1.7,0.7,3.3,-3.3,86,40,-40,0.0737951,1.2e-06,-1.2e-06,0,,,,,,0.017,0.022,-0.022,9,39,-39,1.2,1.6,-1.6,642.0,83.0,-83.0,,,,,,,,,,0.6540,0.0000,0.0000,,,,,,,,Active,2013-09-05
9643043,K03297.01,19h16m36.20s,+46d20m38.9s,FALSE POSITIVE,FALSE POSITIVE,84.80616,0.00026,-0.00026,192.3738,0.0017,-0.0017,10441,99,,9.23,0.13,-0.13,14,43,-43,0.985,0.078,-0.078,88.68,0.18,-0.18,0.371208,7.5e-07,-7.5e-07,0,,,,,,0.158,0.053,-0.053,42.8,2.3,-2.3,15.3,5.1,-5.1,391.0,83.0,-83.0,,,,,,,,,,0.8840,0.0000,0.0000,,,,,,,,Active,2013-07-31
8151055,K03298.01,19h02m13.87s,+44d00m38.9s,CANDIDATE,CANDIDATE,29.96337,0.0003,-0.0003,149.9406,0.0068,-0.0068,974,74,-74,2.6,0.98,-0.98,0.3,1.3,-1.3,0.83,0.81,-0.81,89.1,2.7,-2.7,0.166246,1.1e-06,-1.1e-06,0,,,,,,0.033,0.02,-0.02,54,114,-114,2.8,1.7,-1.7,407.3,0.0,-0.0,,,,,,,,,,0.7700,0.0000,0.0000,,,,,,,,Active,2013-06-06
7177555,K03299.01,18h52m03.08s,+42d43m25.2s,FALSE POSITIVE,FALSE POSITIVE,17.996466,3.4e-05,-3.4e-05,134.9092,0.0014,-0.0014,31578,351,-351,4.72,0.064,-0.064,6,22,-22,0.97,0.18,-0.18,87.68,0.5,-0.5,0.116026,1.5e-07,-1.5e-07,0,,,,,,0.27,0.13,-0.13,23.93,0.76,-0.76,20.7,9.6,-9.6,461.6,0.0,-0.0,,,,,,,,,,0.7000,0.0000,0.0000,,,,,,,,Active,2013-09-05
3348082,K01196.02,19h31m41.46s,+38d28m38.2s,CANDIDATE,CANDIDATE,11.63477,0.00014,-0.00014,140.5013,0.0071,-0.0071,304,21,-21,5.27,0.94,-0.94,0.1,1.3,-1.3,0,17,-17,89,67,-67,0.10112,8.3e-07,-8.3e-07,0,,,,,,0.016,0.02,-0.02,16,98,-98,1.8,2.3,-2.3,844.0,214.0,-214.0,,,,,,,,,,1.0220,0.0000,0.0000,,,,,,,,Active,2013-07-31
7889486,K03300.01,19h25m07.91s,+43d36m29.7s,FALSE POSITIVE,FALSE POSITIVE,24.23839,0.00035,-0.00035,136.6162,0.0087,-0.0087,607,95,-95,3.24,0.51,-0.51,1.3,1.8,-1.8,0.972,0.039,-0.039,87.2,1.1,-1.1,0.161425,1.6e-06,-1.6e-06,0,,,,,,0.031,0.012,-0.012,19.6,7,-7,2.9,1.1,-1.1,579.0,136.0,-136.0,,,,,,,,,,0.8490,0.0000,0.0000,,,,,,,,Active,2013-09-05
7889486,K03300.02,19h25m07.91s,+43d36m29.7s,FALSE POSITIVE,FALSE POSITIVE,24.24114,0.00051,-0.00051,155.033,0.013,-0.013,367,47,-47,5.2,2,-2,0.1,2.5,-2.5,0,44,-44,90,76,-76,0.161438,2.3e-06,-2.3e-06,0,,,,,,0.018,0.047,-0.047,35,414,-414,1.6,4.3,-4.3,579.0,136.0,-136.0,,,,,,,,,,0.8490,0.0000,0.0000,,,,,,,,Active,2013-09-05
8301878,K03301.01,19h30m31.11s,+44d16m59.2s,CANDIDATE,CANDIDATE,20.71038,0.00024,-0.00024,140.9061,0.0069,-0.0069,165,18,-18,2.55,0.63,-0.63,0.08,0.85,-0.85,0.8,2.7,-2.7,88.9,9,-9,0.141758,1.1e-06,-1.1e-06,0,,,,,,0.013,0.015,-0.015,41,204,-204,1.3,1.4,-1.4,627.0,140.0,-140.0,,,,,,,,,,0.9080,0.0000,0.0000,,,,,,,,Active,2013-06-27
8233802,K03302.01,19h27m53.41s,+44d07m48.0s,FALSE POSITIVE,FALSE POSITIVE,69.37899,0.00074,-0.00074,154.176,0.0063,-0.0063,655,256,-256,3,1.3,-1.3,0.1,1.5,-1.5,0,1.268e+04,-1.268e+04,90,4039,-4039,0.327454,2.3e-06,-2.3e-06,0,,,,,,0.023,0.052,-0.052,180,1806,-1806,2.2,5,-5,421.0,106.0,-106.0,,,,,,,,,,0.8840,0.0000,0.0000,,,,,,,,Active,2013-07-31
7510820,K03303.01,19h03m19.31s,+43d11m54.2s,CANDIDATE,CANDIDATE,29.34946,0.00032,-0.00032,148.4603,0.0064,-0.0064,669,47,-47,4.3,1.1,-1.1,0.1,1.5,-1.5,0,20,-20,90,25,-25,0.168103,1.2e-06,-1.2e-06,0,,,,,,0.023,0.041,-0.041,51,308,-308,1.8,3.1,-3.1,448.0,100.0,-100.0,,,,,,,,,,0.7010,0.0000,0.0000,,,,,,,,Active,2013-06-06
9307105,K03304.01,20h01m57.85s,+45d47m48.9s,FALSE POSITIVE,FALSE POSITIVE,13.543776,3.4e-05,-3.4e-05,135.2765,0.0015,-0.0015,6130,371,-371,6.05,0.19,-0.19,3.027,0.097,-0.097,1,0.085,-0.085,83.7,1,-1,0.10674,1.8e-07,-1.8e-07,0,,,,,,0.133,0.063,-0.063,9.11,0.71,-0.71,11.4,5.4,-5.4,651.0,178.0,-178.0,,,,,,,,,,0.7820,0.0000,0.0000,,,,,,,,Active,2013-09-12
3561464,K03398.03,19h41m59.55s,+38d38m40.2s,CANDIDATE,CANDIDATE,4.327015,3.7e-05,-3.7e-05,131.6023,0.0045,-0.0045,100,11,-11,3.89,0.14,-0.14,0.04,0.24,-0.24,0.3,9.1,-9.1,88,69,-69,0.05512,3.2e-07,-3.2e-07,0,,,,,,0.0093,0.005,-0.005,8,23,-23,1.15,0.62,-0.62,1293.0,172.0,-172.0,,,,,,,,,,1.1330,0.0000,0.0000,,,,,,,,Active,2013-07-31
6359802,K03399.01,19h21m25.06s,+41d46m09.0s,FALSE POSITIVE,FALSE POSITIVE,14.154011,3.3e-05,-3.3e-05,144.1765,0.0015,-0.0015,17192,249,-249,4.2,0.066,-0.066,9,80,-80,0.99,0.15,-0.15,86.87,0.64,-0.64,0.103721,1.6e-07,-1.6e-07,0,,,,,,0.22,0.11,-0.11,18.13,0.92,-0.92,23,12,-12,570.5,0.0,-0.0,,,,,,,,,,0.9860,0.0000,0.0000,,,,,,,,Active,2013-09-05
9328641,K03400.01,18h59m24.39s,+45d51m48.6s,FALSE POSITIVE,FALSE POSITIVE,33.32383,0.00032,-0.00032,133.0997,0.0061,-0.0061,829,62,-62,10.99,0.86,-0.86,0.3,1,-1,0.4,3.6,-3.6,89,10,-10,0.189129,1.2e-06,-1.2e-06,0,,,,,,0.0263,0.0095,-0.0095,22,32,-32,2.57,0.93,-0.93,517.0,119.0,-119.0,,,,,,,,,,0.8940,0.0000,0.0000,,,,,,,,Active,2013-07-31
9966219,K03401.01,19h49m54.81s,+46d48m56.7s,CANDIDATE,CANDIDATE,17.9564,0.00033,-0.00033,139.0232,0.0099,-0.0099,134,16,-16,4.24,0.71,-0.71,0.05,0.99,-0.99,0,18,-18,89,41,-41,0.132867,1.6e-06,-1.6e-06,0,,,,,,0.011,0.019,-0.019,30,253,-253,1.3,2.3,-2.3,751.0,139.0,-139.0,,,,,,,,,,1.1050,0.0000,0.0000,,,,,,,,Active,2013-06-27
5531953,K01681.02,19h25m08.40s,+40d43m48.2s,CANDIDATE,CANDIDATE,1.992826,1.2e-05,-1.2e-05,131.7021,0.0023,-0.0023,349,36,-36,1.87,0.13,-0.13,1.3,8,-8,0.989,0.091,-0.091,65,16,-16,0.02493,9.7e-08,-9.7e-08,0,,,,,,0.029,0.049,-0.049,2.3,1.2,-1.2,1.6,2.7,-2.7,773.0,43.0,-43.0,,,,,,,,,,0.5030,0.0000,0.0000,,,,,,,,Active,2013-06-06
3757778,K03402.01,19h36m47.11s,+38d50m13.6s,FALSE POSITIVE,FALSE POSITIVE,36.514394,1.2e-05,-1.2e-05,163.79394,0.00022,-0.00022,118441,156,-156,6.528,0.012,-0.012,1.55,0.013,-0.013,0,1,-1,90,1.1,-1.1,0.218668,4.9e-08,-4.9e-08,0,,,,,,0.31129,0.00042,-0.00042,56.03,0.2,-0.2,33.323,0.045,-0.045,520.5,0.0,-0.0,,,,,,,,,,0.9810,0.0000,0.0000,,,,,,,,Active,2013-07-31
11754430,K03403.01,19h06m35.14s,+49d56m16.0s,CANDIDATE,CANDIDATE,39.81811,0.00053,-0.00053,166.6626,0.0076,-0.0076,198,12,-12,9.5,1.1,-1.1,0.1,1.4,-1.4,0,527,-527,90,931,-931,0.229895,2.1e-06,-2.1e-06,0,,,,,,0.013,0.014,-0.014,32,176,-176,1.6,1.8,-1.8,601.0,193.0,-193.0,,,,,,,,,,1.1740,0.0000,0.0000,,,,,,,,Active,2013-06-06
11754430,K03403.02,19h06m35.14s,+49d56m16.0s,CANDIDATE,CANDIDATE,6.158437,9.2e-05,-9.2e-05,135.4936,0.0081,-0.0081,56.3,5.7,-5.7,4.89,0.23,-0.23,0.03,0.59,-0.59,0,70,-70,89,420,-420,0.0662404,6.6e-07,-6.6e-07,0,,,,,,0.007,0.011,-0.011,10,76,-76,0.9,1.4,-1.4,1120.0,360.0,-360.0,,,,,,,,,,1.1740,0.0000,0.0000,,,,,,,,Active,2013-06-06
8409295,K03404.01,18h45m10.99s,+44d27m55.4s,CANDIDATE,CANDIDATE,82.2858,0.0022,-0.0022,212.048,0.015,-0.015,392,42,-42,7.1,2.8,-2.8,0.1,3.4,-3.4,0,50,-50,90,34,-34,0.376683,6.8e-06,-6.8e-06,0,,,,,,0.018,0.043,-0.043,88,1007,-1007,1.9,4.5,-4.5,424.0,105.0,-105.0,,,,,,,,,,0.9530,0.0000,0.0000,,,,,,,,Active,2013-06-06
7131760,K03407.01,19h42m46.46s,+42d36m34.2s,CANDIDATE,CANDIDATE,92.4371,0.0011,-0.0011,163.5892,0.0076,-0.0076,803,80,-80,4.7,2.2,-2.2,0.1,2.6,-2.6,0,37,-37,90,15,-15,0.391724,3.1e-06,-3.1e-06,0,,,,,,0.026,0.054,-0.054,149,1347,-1347,2.3,4.9,-4.9,363.0,86.0,-86.0,,,,,,,,,,0.8300,0.0000,0.0000,,,,,,,,Active,2013-06-06
6368175,K03503.01,19h32m36.20s,+41d43m45.3s,CANDIDATE,CANDIDATE,21.18906,0.00037,-0.00037,148.786,0.01,-0.01,85,10,-10,4.6,0.48,-0.48,0.04,0.64,-0.64,0,28,-28,90,49,-49,0.157945,1.8e-06,-1.8e-06,0,,,,,,0.009,0.012,-0.012,34,243,-243,1,1.4,-1.4,744.0,157.0,-157.0,,,,,,,,,,1.0980,0.0000,0.0000,,,,,,,,Active,2013-06-27
5471158,K03504.01,19h50m19.15s,+40d36m10.8s,FALSE POSITIVE,FALSE POSITIVE,12.42552,0.00025,-0.00025,141.515,0.012,-0.012,381,21,-21,16.41,0.38,-0.38,0.3,2.2,-2.2,0,547,-547,90,5321,-5321,0.10263,1.4e-06,-1.4e-06,0,,,,,,0.018,0.014,-0.014,6,20,-20,1.6,1.3,-1.3,707.0,174.0,-174.0,,,,,,,,,,0.8290,0.0000,0.0000,,,,,,,,Active,2013-09-05
4847843,K03505.01,19h40m19.12s,+39d57m45.1s,FALSE POSITIVE,FALSE POSITIVE,30.96038,0.0003,-0.0003,156.1619,0.0058,-0.0058,284,69,-69,7.8,0.74,-0.74,0.1,1,-1,0,5107,-5107,90,9508,-9508,0.21653,1.4e-06,-1.4e-06,0,,,,,,0.015,0.015,-0.015,31,120,-120,4.9,4.9,-4.9,866.0,59.0,-59.0,,,,,,,,,,2.9780,0.0000,0.0000,,,,,,,,Active,2013-09-05
8719419,K03506.01,20h04m35.05s,+44d52m10.8s,CANDIDATE,CANDIDATE,12.6253125,5e-06,-5e-06,140.05984,0.00026,-0.00026,38936,203,-203,3.104,0.015,-0.015,6,11,-11,0.982,0.067,-0.067,87.86,0.17,-0.17,0.121434,3.2e-08,-3.2e-08,0,,,,,,0.297,0.048,-0.048,26.34,0.27,-0.27,65,10,-10,1232.0,317.0,-317.0,,,,,,,,,,1.9940,0.0000,0.0000,,,,,,,,Active,2013-06-06
9028474,K03510.01,19h36m38.28s,+45d22m33.3s,FALSE POSITIVE,FALSE POSITIVE,124.944656372,0,0,177.6568738,0,0,246023,0,0,5,0,0,1.30355,0,0,0.1,0,0,89.98,0,0,0.489114,0,0,0,,,,,,0.348963982,0,0,256.810516,0,0,34.0054,0,0,350.0,61.0,-61.0,,,,,,,,,,0.8930,0.0000,0.0000,,,,,,,,Active,2013-07-31
4349442,K01803.02,19h06m32.53s,+39d29m19.0s,FALSE POSITIVE,FALSE POSITIVE,12.720481,7.4e-05,-7.4e-05,140.3602,0.0037,-0.0037,267,16,-16,2.61,0.18,-0.18,0.04,0.29,-0.29,0,24,-24,90,37,-37,0.0954214,3.7e-07,-3.7e-07,0,,,,,,0.015,0.014,-0.014,37,122,-122,1.1,1.1,-1.1,592.0,404.0,-404.0,,,,,,,,,,0.7070,0.0000,0.0000,,,,,,,,Active,2013-09-05
3644542,K03511.01,19h24m40.94s,+38d45m54.8s,FALSE POSITIVE,FALSE POSITIVE,119.679595214,0,0,176.0834866,0,0,296301,0,0,12.5,0,0,1.33203,0,0,0.1,0,0,89.93,0,0,0.641481,0,0,0,,,,,,0.118072152,0,0,81.4511562,0,0,51.3184,0,0,912.0,132.0,-132.0,,,,,,,,,,3.9830,0.0000,0.0000,,,,,,,,Active,2013-07-31
6182849,K03512.01,18h52m17.77s,+41d32m27.2s,FALSE POSITIVE,FALSE POSITIVE,6.39922094345,0,0,134.685013,0,0,380426,0,0,2.5,0,0,0.694531,0,0,0.1,0,0,89.79,0,0,0.0693645,0,0,0,,,,,,0.380631228,0,0,26.9267515,0,0,43.197,0,0,1057.0,322.0,-322.0,,,,,,,,,,1.0400,0.0000,0.0000,,,,,,,,Active,2013-07-31
9851142,K03513.01,19h55m12.05s,+46d39m55.9s,FALSE POSITIVE,FALSE POSITIVE,8.48030384,2e-07,-2e-07,135.85379,1.2e-05,-1.2e-05,83081,17,-17,7.42337,0.00067,-0.00067,1.64209,0.00061,-0.00061,0.22762,0.00064,-0.00064,88.8,0.0035,-0.0035,0.0952732,1.5e-09,-1.5e-09,0,,,,,,0.268883,3e-05,-3e-05,10.8941,0.0017,-0.0017,64.7854,0.0071,-0.0071,1499.0,223.0,-223.0,,,,,,,,,,2.2080,0.0000,0.0000,,,,,,,,Active,2013-07-31
7117003,K03514.01,19h26m10.54s,+42d38m20.4s,FALSE POSITIVE,FALSE POSITIVE,428.32913208,0,0,276.5214418,0,0,0,0,0,15,0,0,4.6365,0,0,0.1,0,0,89.98,0,0,1.0895,0,0,0,,,,,,0.442607562,0,0,313.942416,0,0,42.068,0,0,225.0,45.0,-45.0,,,,,,,,,,0.8710,0.0000,0.0000,,,,,,,,Active,2013-07-31
3240159,K03515.01,19h30m51.16s,+38d22m10.8s,CANDIDATE,CANDIDATE,82.1361999512,0,0,196.122037,0,0,206941,0,0,4.5,0,0,1.08189,0,0,0.1,0,0,89.97,0,0,0.389951,0,0,0,,,,,,0.313231698,0,0,182.583707,0,0,44.2298,0,0,515.0,85.0,-85.0,,,,,,,,,,1.2940,0.0000,0.0000,,,,,,,,Active,2013-07-31
9658118,K03516.01,19h41m27.85s,+46d22m38.0s,FALSE POSITIVE,FALSE POSITIVE,24.0590076447,0,0,138.4584178,0,0,471279,0,0,15,0,0,3.91102,0,0,0.1,0,0,89.65,0,0,0.170122,0,0,0,,,,,,0.349006525,0,0,16.4841039,0,0,45.2445,0,0,725.7,0.0,0.0,,,,,,,,,,1.1880,0.0000,0.0000,,,,,,,,Active,2013-07-31
8747009,K04880.01,19h16m57.57s,+44d59m36.9s,FALSE POSITIVE,FALSE POSITIVE,410.133,0.017,-0.017,328.331,0.02,-0.02,205,32,-32,10.7,3.2,-3.2,0.1,3.9,-3.9,0,57,-57,90,12,-12,1.02907,2.8e-05,-2.8e-05,0,,,,,,0.013,0.037,-0.037,291,3527,-3527,1.5,4.2,-4.2,249.0,41.0,-41.0,,,,,,,,,,1.0440,0.0000,0.0000,,,,,,,,Active,2013-09-12
7985733,K03219.01,19h57m20.08s,+43d43m04.1s,FALSE POSITIVE,FALSE POSITIVE,0.544564,1.8e-05,-1.8e-05,131.9357,0.0019,-0.0019,18.9,3.9,-3.9,1.09,0.23,-0.23,0.014,0.031,-0.031,0.81,0.48,-0.48,69,32,-32,0.0130536,2.8e-07,-2.8e-07,0,,,,,,0.0045,0.0012,-0.0012,2.3,2,-2,0.49,0.13,-0.13,2231.8,0.0,-0.0,,,,,,,,,,1.0000,0.0000,0.0000,,,,,,,,Active,2013-07-31
8094120,K04881.01,19h22m12.21s,+43d59m39.7s,CANDIDATE,CANDIDATE,5.679719,8.5e-05,-8.5e-05,132.9342,0.0085,-0.0085,43.8,6.4,-6.4,2.78,0.22,-0.22,0.02,0.16,-0.16,0.4,8.5,-8.5,89,39,-39,0.0623134,6.2e-07,-6.2e-07,0,,,,,,0.0061,0.0052,-0.0052,15,54,-54,0.67,0.56,-0.56,1021.5,0.0,-0.0,,,,,,,,,,1.0000,0.0000,0.0000,,,,,,,,Active,2013-07-31
6522824,K04882.01,19h27m48.60s,+41d57m35.7s,FALSE POSITIVE,FALSE POSITIVE,17.44771,0.00042,-0.00042,135.679,0.016,-0.016,382,58,-58,3.35,0.69,-0.69,0.1,1.4,-1.4,0,27,-27,90,45,-45,0.122194,1.9e-06,-1.9e-06,0,,,,,,0.017,0.052,-0.052,39,352,-352,1.7,5.1,-5.1,538.7,0.0,-0.0,,,,,,,,,,0.8970,0.0000,0.0000,,,,,,,,Active,2013-09-05
6802536,K04883.01,19h52m07.81s,+42d12m01.2s,FALSE POSITIVE,FALSE POSITIVE,2.97887,6.7e-05,-6.7e-05,133.504,0.011,-0.011,47.6,6.5,-6.5,9.3,5.5,-5.5,0.11,0.46,-0.46,0.7,2,-2,70,97,-97,0.0367236,5.5e-07,-5.5e-07,0,,,,,,0.0066,0.004,-0.004,1.9,2.9,-2.9,0.54,0.32,-0.32,1008.0,414.0,-414.0,,,,,,,,,,0.7470,0.0000,0.0000,,,,,,,,Active,2013-07-31
4750341,K04884.01,19h31m28.78s,+39d50m39.9s,FALSE POSITIVE,FALSE POSITIVE,1.975145,2.6e-05,-2.6e-05,132.6667,0.0057,-0.0057,75.3,9.4,-9.4,3.2,1.2,-1.2,0.09,0.72,-0.72,0.8,1.4,-1.4,72,92,-92,0.0288967,2.5e-07,-2.5e-07,0,,,,,,0.009,0.0078,-0.0078,2.7,8.6,-8.6,0.92,0.8,-0.8,1373.0,313.0,-313.0,,,,,,,,,,0.9400,0.0000,0.0000,,,,,,,,Active,2013-07-31
9935642,K04885.01,18h53m49.83s,+46d49m10.3s,CANDIDATE,CANDIDATE,9.339554,6.8e-05,-6.8e-05,138.1082,0.0043,-0.0043,267,33,-33,1.33,0.85,-0.85,0.1,1.1,-1.1,0.9,1.2,-1.2,88,11,-11,0.0813639,3.9e-07,-3.9e-07,0,,,,,,0.018,0.019,-0.019,27,126,-126,1.8,1.9,-1.9,815.0,207.0,-207.0,,,,,,,,,,0.9360,0.0000,0.0000,,,,,,,,Active,2013-07-31
7692248,K04886.01,19h39m48.18s,+43d19m27.6s,CANDIDATE,CANDIDATE,17.99565,0.00013,-0.00013,145.5995,0.0047,-0.0047,937,120,-120,1.07,0.78,-0.78,1,23,-23,0.98,0.74,-0.74,88.8,4.7,-4.7,0.136953,6.7e-07,-6.7e-07,0,,,,,,0.05,0.4,-0.4,46,142,-142,5,41,-41,658.8,0.0,-0.0,,,,,,,,,,0.9250,0.0000,0.0000,,,,,,,,Active,2013-06-06
4059887,K04887.01,19h29m03.74s,+39d07m47.4s,CANDIDATE,CANDIDATE,1.018317,1.6e-05,-1.6e-05,131.7047,0.0051,-0.0051,18,718,-718,3.7,5,-5,0.01,0.17,-0.17,0,1.95e+04,-1.95e+04,90,5.366e+05,-5.366e+05,0.0203468,2.2e-07,-2.2e-07,0,,,,,,0.0039,0.0046,-0.0046,2.1,9.3,-9.3,0.61,0.72,-0.72,2244.0,531.0,-531.0,,,,,,,,,,1.4250,0.0000,0.0000,,,,,,,,Active,2013-06-06
8288741,K04888.01,19h09m28.29s,+44d16m23.6s,FALSE POSITIVE,FALSE POSITIVE,0.6593102,9.5e-06,-9.5e-06,131.7342,0.00079,-0.00079,131,15,-15,0.697,0.082,-0.082,0.07,0.3,-0.3,0.94,0.26,-0.26,70,42,-42,0.0147129,1.4e-07,-1.4e-07,0,,,,,,0.0133,0.0052,-0.0052,2.7,4.8,-4.8,1.29,0.51,-0.51,1994.0,390.0,-390.0,,,,,,,,,,0.8880,0.0000,0.0000,,,,,,,,Active,2013-07-31
6880517,K03305.01,19h45m35.41s,+42d23m48.9s,CANDIDATE,CANDIDATE,65.6495,0.0012,-0.0012,174.786,0.011,-0.011,1425,99,,7.4,2,-2,0.3,2.3,-2.3,0,17,-17,90,15,-15,0.309944,3.6e-06,-3.6e-06,0,,,,,,0.034,0.037,-0.037,69,274,-274,2.5,2.8,-2.8,342.8,0.0,-0.0,,,,,,,,,,0.6810,0.0000,0.0000,,,,,,,,Active,2013-07-31
6615511,K03306.01,19h37m56.95s,+42d00m24.9s,CANDIDATE,CANDIDATE,25.15877,0.00063,-0.00063,153.048,0.016,-0.016,355,43,-43,5.1,1.9,-1.9,0.2,2.2,-2.2,0.8,2.6,-2.6,88,14,-14,0.169459,2.8e-06,-2.8e-06,0,,,,,,0.019,0.019,-0.019,26,118,-118,1.6,1.6,-1.6,536.6,0.0,-0.0,,,,,,,,,,0.7680,0.0000,0.0000,,,,,,,,Active,2013-07-31
6131130,K03307.01,19h36m32.70s,+41d27m24.1s,CANDIDATE,CANDIDATE,10.50697,0.00015,-0.00015,139.6691,0.0089,-0.0089,363,67,-67,3.35,0.47,-0.47,1.67,0.23,-0.23,1,0.24,-0.24,81,12,-12,0.0866462,8.4e-07,-8.4e-07,0,,,,,,0.04,0.16,-0.16,6.5,7.3,-7.3,3,15,-15,720.0,321.0,-321.0,,,,,,,,,,0.8310,0.0000,0.0000,,,,,,,,Active,2013-06-27
3632089,K03308.01,19h08m56.56s,+38d45m15.0s,CANDIDATE,CANDIDATE,31.77862,0.00042,-0.00042,136.7712,0.0079,-0.0079,265,17,-17,7.9,1.3,-1.3,0.1,1.7,-1.7,0,37,-37,90,72,-72,0.189061,1.7e-06,-1.7e-06,0,,,,,,0.015,0.022,-0.022,31,197,-197,1.7,2.4,-2.4,584.0,127.0,-127.0,,,,,,,,,,1.0250,0.0000,0.0000,,,,,,,,Active,2013-06-06
3348082,K01196.03,19h31m41.46s,+38d28m38.2s,CANDIDATE,CANDIDATE,33.19587,0.00045,-0.00045,142.1285,0.0083,-0.0083,435,45,-45,3.6,2.2,-2.2,0.1,2.6,-2.6,0,2432,-2432,90,1937,-1937,0.203417,1.8e-06,-1.8e-06,0,,,,,,0.019,0.07,-0.07,72,1273,-1273,2.1,7.8,-7.8,595.0,151.0,-151.0,,,,,,,,,,1.0220,0.0000,0.0000,,,,,,,,Active,2013-07-31
3632089,K03308.02,19h08m56.56s,+38d45m15.0s,CANDIDATE,CANDIDATE,5.327903,6.5e-05,-6.5e-05,133.5476,0.0069,-0.0069,88.6,8.4,-8.4,4.62,0.23,-0.23,0.11,0.65,-0.65,0.8,1.3,-1.3,82,34,-34,0.0574845,4.7e-07,-4.7e-07,0,,,,,,0.0095,0.0055,-0.0055,6,14,-14,1.06,0.62,-0.62,1059.0,230.0,-230.0,,,,,,,,,,1.0250,0.0000,0.0000,,,,,,,,Active,2013-06-06
