ra_str,dec_str,koi_disposition,koi_period,koi_time0bk,koi_depth,koi_duration,koi_ingress,koi_impact,koi_incl,koi_sma,koi_eccen,koi_ror,koi_dor,koi_prad,koi_teq,koi_steff,koi_slogg,koi_srad,koi_smass,koi_sage,koi_sparprov,koi_vet_date
19h48m27.63s,+41d54m32.9s,CONFIRMED,10.303995,138.5036,260,4.0284,NA,0.15,89.38,0.092,0,0.01484,19.6,1.72,851,5685,4.38,1.06,0.984,7.2,SME,10/25/13
19h39m05.74s,+39d20m01.8s,FALSE POSITIVE,2.17182783,355.08331,43268,2.6005,NA,1.19,75.06,0.033,0,0.48,4.6,48,1264,5435,4.52,0.92,1.01,NA,KIC,10/25/13
19h39m31.63s,+39d09m39.9s,FALSE POSITIVE,1.6346135,133.9687,21391,4.997,NA,1.371,52.71,0.028,0,0.542,2.27,59,1613,6129,4.47,1,1.07,0.8,Pinsonneault,10/25/13
19h42m06.05s,+46d27m34.0s,FALSE POSITIVE,3.3515682,134.2805,473,2.4559,NA,0.66,85.37,0.04,0,0.021,8,1.7,976,5088,4.55,0.76,0.75,13.7,Pinsonneault,10/25/13
19h24m55.47s,+50d34m01.3s,FALSE POSITIVE,1.876402,133.1285,436,2.3778,NA,0.97,63.6,0.028,0,0.028,2.2,2.1,1154,5175,4.64,0.71,0.813,1,Pinsonneault,10/25/13
19h56m18.75s,+44d17m37.6s,FALSE POSITIVE,6.714263,134.3146,417,2.8502,NA,0.01,89.95,0.071,0,0.0184,18.76,2.6,1135,6078,4.25,1.27,1.06,5.7,Pinsonneault,10/25/13
19h12m03.57s,+46d20m56.2s,FALSE POSITIVE,2.178155,134.2018,430,2.5317,NA,0.18,88.24,0.033,0,0.0185,6.6,1.9,1426,5994,4.48,0.96,1.02,1.8,Pinsonneault,10/25/13
19h41m03.24s,+46d08m52.9s,FALSE POSITIVE,49.65527,152.8801,560,12.2228,NA,0.03,89.95,0.277,0,0.021,31.7,3,606,6282,4.25,1.32,1.14,3.67,Pinsonneault,10/25/13
19h34m44.38s,+45d31m00.6s,FALSE POSITIVE,3.0447784,172.01896,1798,6.8073,NA,0.025,89.38,0.04,0,0.038,3.6,3.3,1101,5559,4.58,0.81,0.913,0.4,Pinsonneault,10/25/13
19h45m34.90s,+45d34m11.7s,FALSE POSITIVE,3.8556,170.67875,1206,2.9669,NA,0.08,89.38,0.048,0,0.031,10.2,3,1107,5853,4.54,0.88,0.989,0.3,Pinsonneault,10/25/13
19h18m25.91s,+44d20m43.5s,CONFIRMED,3.57878272,134.029405,11445,2.8982,NA,0.025,89.95,0.047,0,0.09633,10.36,10.93,1189,5731,4.45,1.039,1.105,1.2,SPC,10/25/13
19h51m09.24s,+45d33m55.5s,FALSE POSITIVE,3.18585499,171.62196,1,1.2288,NA,0.3162,88.81,0.042,0,0.00081,18.814993,0.08,1052,5248,4.55,0.87,0.97,NA,KIC,10/25/13
19h36m05.52s,+45d51m11.1s,CONFIRMED,20.861145,180.0053,1954,5.6634,NA,0.833,87.09,0.158,0,0.04533,17.8,5.7,775,6514,4.4,1.15,1.208,0.28,Pinsonneault,10/25/13
19h36m05.52s,+45d51m11.1s,CONFIRMED,42.63188,141.1925,1643,6.7766,NA,0.855,88.24,0.254,0,0.04204,28.7,5.3,611,6514,4.4,1.15,1.208,0.28,Pinsonneault,10/25/13
19h44m48.14s,+49d08m24.4s,CONFIRMED,4.94278327,136.329004,10877,3.382,NA,0.599,86.52,0.059,0,0.1006,10.34,11.97,1097,5786,4.42,1.09,1.127,2.1,SPC,10/25/13
19h36m34.42s,+39d05m23.2s,FALSE POSITIVE,3.0124773,135.2582,1653,2.4685,NA,1.03,68.18,0.05,0,0.097,2.78,21,2369,8595,4.13,1.95,1.89,0.7,Pinsonneault,10/25/13
19h56m33.41s,+40d56m56.5s,CONFIRMED,4.777981,124.063,520,3.582,NA,0.675,84.8,0.053,0,0.02208,7.86,2.14,937,5190,4.49,0.888,0.883,9.4,SME,10/25/13
19h36m06.54s,+41d40m33.5s,FALSE POSITIVE,7.814844,357.51931,1998,2.4785,NA,0.94,84.22,0.078,0,0.0545,9.61,5.7,868,5636,4.5,0.95,1.05,NA,KIC,10/25/13
19h51m00.75s,+41d40m33.6s,FALSE POSITIVE,29.74516,157.3875,915,20.206,NA,0.93,78.5,0.179,0,0.03557,4.58,2.9,486,5360,4.62,0.76,0.86,0.6,Pinsonneault,10/25/13
18h50m24.81s,+44d17m13.1s,FALSE POSITIVE,2.75779217,135.23255,41448,2.4505,NA,0.804,83.65,0.038,0,0.22312,7.144,21.7,1223,5728,4.51,0.89,0.937,3.6,Pinsonneault,10/25/13
20h04m04.01s,+44d14m01.8s,FALSE POSITIVE,1.9141577,134.6443,8807,2.9175,NA,0.9,70.47,0.031,0,0.11536,2.658,13.4,1617,6250,4.43,1.07,1.11,1.2,Pinsonneault,10/25/13
19h39m59.36s,+44d19m17.0s,FALSE POSITIVE,5.2519189,357.32138,16620,4.1852,NA,1.05,77.92,0.059,0,0.249,5.1,25,921,5335,4.52,0.9,0.99,NA,KIC,10/25/13
19h56m33.41s,+40d56m56.5s,CONFIRMED,9.673928,125.33981,1091,4.4,NA,0.712,86.52,0.085,0,0.03243,12.6,3.15,740,5190,4.49,0.888,0.883,9.4,SME,10/25/13
18h58m04.71s,+44d27m14.2s,FALSE POSITIVE,200.60843,277.0581,16279,7.5203,NA,1.02,89.38,0.605,0,0.222,115,17.7,243,5010,4.58,0.73,0.733,13.9,Pinsonneault,10/25/13
18h58m04.71s,+44d27m14.2s,FALSE POSITIVE,200.61103,456.8444,7283,7.13,NA,0.92,89.38,0.605,0,0.1049,107.1,8.4,243,5010,4.58,0.73,0.733,13.9,Pinsonneault,10/25/13
20h05m36.16s,+44d19m04.9s,FALSE POSITIVE,0.9866214,448.59326,2190,3.6078,NA,1.305,30.94,0.02,0,0.3533,1.52,57,2260,5984,4.17,1.47,1.16,NA,KIC,10/25/13
19h52m50.85s,+44d19m28.7s,FALSE POSITIVE,1.6348483,134.5067,1504,6.1087,NA,1.2819,28.07,0.034,0,0.3221,1.46,203,2973,5175,3.2,5.77,1.923,1.25,Pinsonneault,10/25/13
18h59m59.37s,+44d24m36.7s,FALSE POSITIVE,31.828187,366.70335,4800,2.8368,NA,1.29,88.24,0.2,0,0.36,38,38,542,5654,4.51,0.95,1.05,NA,KIC,10/25/13
19h45m10.07s,+44d19m56.1s,FALSE POSITIVE,3.6294411,134.70075,793,4.5661,NA,0.016,89.95,0.05,0,0.025,6.258,4,1555,6510,4.2,1.47,1.24,2.85,Pinsonneault,10/25/13
19h45m55.05s,+39d07m39.3s,FALSE POSITIVE,16.025022,367.69262,25112,3.3947,NA,1.31,85.94,0.124,0,0.5,17.6,41,598,5547,4.7,0.74,0.99,NA,KIC,10/25/13
19h42m55.66s,+39d35m15.1s,FALSE POSITIVE,0.71196674,134.22296,6627,1.5898,NA,0.94,54.43,0.015,0,0.1098,1.627,11.7,1971,5527,4.38,0.98,0.845,13.4,Pinsonneault,10/25/13
19h46m56.40s,+39d11m16.1s,FALSE POSITIVE,17.727244,356.79524,20006,3.8542,NA,0.78,88.24,0.137,0,0.1456,28.55,15.1,689,5940,4.52,0.95,1.08,NA,KIC,10/25/13
19h14m36.86s,+39d39m51.5s,FALSE POSITIVE,0.52205926,133.13692,1557,1.4793,NA,0.16,86.52,0.012,0,0.0353,2.8,3.3,1974,5311,4.48,0.85,0.8,13.7,Pinsonneault,10/25/13
19h07m20.37s,+39d45m39.1s,FALSE POSITIVE,53.1009487,135.97089,13202,3.531,NA,1.25,89.38,0.263,0,0.43,123,37,417,5429,4.57,0.8,0.863,3.6,Pinsonneault,10/25/13
19h55m05.61s,+47d47m11.3s,FALSE POSITIVE,5.8018305,137.57581,656,3.6784,NA,0.91,80.21,0.068,0,0.02909,5.47,6.8,1494,6021,3.87,2.15,1.24,4.4,Pinsonneault,10/25/13
19h34m26.69s,+39d25m03.1s,FALSE POSITIVE,15.6405,359.0582,1572,4.5378,NA,0.96,83.65,0.121,0,0.053,8.6,5.4,625,5141,4.49,0.92,0.96,NA,KIC,10/25/13
19h18m54.27s,+39d16m22.2s,FALSE POSITIVE,8.653009,134.3139,975,3.2541,NA,0.05,89.95,0.072,0,0.028,21,1.9,603,4627,4.66,0.628,0.654,13.9,Pinsonneault,10/25/13
19h46m36.74s,+39d19m21.7s,FALSE POSITIVE,2.2430251,133.4479,363,2.7773,NA,0.02,89.95,0.032,0,0.0169,6.34,1.47,1207,5498,4.59,0.79,0.897,0.6,Pinsonneault,10/25/13
19h18m58.54s,+39d17m10.7s,FALSE POSITIVE,8.65312,134.3046,588,3.0585,NA,0.02,89.95,0.078,0,0.022,22.2,1.8,738,5321,4.58,0.77,0.833,4.5,Pinsonneault,10/25/13
19h07m33.00s,+50d22m37.5s,FALSE POSITIVE,9.041798,137.8672,743,2.2317,NA,0.85,87.09,0.079,0,0.029,17.9,2.2,673,5119,4.65,0.7,0.8,0.7,Pinsonneault,10/25/13
19h47m57.25s,+46d35m48.8s,FALSE POSITIVE,1.1972985,133.96182,476,1.3363,NA,0.32,87.09,0.023,0,0.0197,6.6,2.2,1864,6270,4.45,1.04,1.13,0.3,Pinsonneault,10/25/13
19h17m17.04s,+46d08m03.5s,FALSE POSITIVE,1.3993336,133.6095,257,1.7115,NA,0.36,86.52,0.021,0,0.0147,6,0.94,1035,4439,4.69,0.587,0.619,13.5,Pinsonneault,10/25/13
19h48m02.26s,+50d22m20.3s,FALSE POSITIVE,24.6691698,132.86438,7685,7.015,NA,0.032,89.95,0.181,0,0.0778,28.95,11.8,824,6741,4.26,1.39,1.29,1.59,Pinsonneault,10/25/13
19h39m11.94s,+46d12m27.2s,FALSE POSITIVE,3.1082511,170.24404,1880,2.5337,NA,0.896,80.21,0.039,0,0.04787,5.18,4.4,1086,5303,4.49,0.84,0.795,13.2,Pinsonneault,10/25/13
20h05m54.18s,+44d19m11.1s,FALSE POSITIVE,0.55326047,133.44722,1196,0.6975,NA,0.72,80.79,0.015,0,0.0353,4.44,13.4,3862,5756,3.55,3.47,1.567,2.27,Pinsonneault,10/25/13
19h45m13.83s,+44d12m41.3s,FALSE POSITIVE,7.440431,134.7628,900,2.4584,NA,0.35,88.81,0.074,0,0.0272,22.4,2.6,877,5796,4.55,0.87,0.977,0.4,Pinsonneault,10/25/13
19h31m26.32s,+44d12m02.3s,FALSE POSITIVE,2.441978,134.578,266,3.1202,NA,0.915,71.05,0.036,0,0.01794,2.83,1.86,1372,6049,4.5,0.95,1.052,0.3,Pinsonneault,10/25/13
19h27m33.78s,+44d13m25.4s,FALSE POSITIVE,2.6827708,134.2525,130,3.0368,NA,0.03,89.95,0.039,0,0.0101,6.84,1.41,1563,6197,4.27,1.27,1.1,4.2,Pinsonneault,10/25/13
18h57m32.55s,+44d23m28.6s,FALSE POSITIVE,7.1688266,136.23827,93,1.289,NA,0.9149,87.09,0.069,0,0.01104,18.309056,0.97,817,5436,4.56,0.8,0.86,4.2,Pinsonneault,10/25/13
19h45m26.08s,+39d06m54.7s,CONFIRMED,10.21851,136.871,460,3.9103,NA,0.779,86.52,0.093,0,0.0215,13.2,2.6,918,6082,4.38,1.09,1.04,4,Pinsonneault,10/25/13
19h45m26.08s,+39d06m54.7s,CONFIRMED,15.5738,132.4379,470,4.5291,NA,0.775,87.66,0.124,0,0.02169,17.5,2.6,795,6082,4.38,1.09,1.04,4,Pinsonneault,10/25/13
19h45m44.18s,+39d26m38.6s,FALSE POSITIVE,2.9005998,179.8354,248,2.7597,NA,0.03,89.95,0.04,0,0.014,8.15,1.54,1304,5894,4.427,1.006,0.987,NA,J-K,10/25/13
19h54m55.22s,+46d41m19.2s,FALSE POSITIVE,8.48152,135.8044,215,6.0311,NA,0.89,80.21,0.075,0,0.01607,5.3,1.4,771,5264,4.5,0.83,0.79,13.8,Pinsonneault,10/25/13
19h15m42.18s,+39d54m05.6s,FALSE POSITIVE,1.333407,134.1769,150,1.0447,NA,0.62,85.37,0.022,0,0.0119,8,1.02,1355,5159,4.54,0.78,0.765,13.4,Pinsonneault,10/25/13
19h08m09.48s,+46d38m24.5s,CONFIRMED,17.98012,147.6982,268,4.1249,NA,0.961,85.37,0.14,0,0.01923,11.3,2.22,766,6314,4.45,1.06,1.14,0.26,Pinsonneault,10/25/13
19h08m09.48s,+46d38m24.5s,CONFIRMED,11.86817,137.748,105,5.977,NA,0.839,84.22,0.106,0,0.01065,8.6,1.23,880,6314,4.45,1.06,1.14,0.26,Pinsonneault,10/25/13
19h28m07.56s,+49d23m19.0s,FALSE POSITIVE,6.142826,135.1622,137,4.718,NA,0.029,89.95,0.07,0,0.0106,10.06,1.32,1156,6494,4.4,1.14,1.203,0.26,Pinsonneault,10/25/13
19h46m38.20s,+46d22m55.8s,FALSE POSITIVE,20.427241,176.7165,1259,2.7027,NA,1.04,85.94,0.148,0,0.093,14.8,9.4,663,5993,4.51,0.93,1.033,0.4,Pinsonneault,10/25/13
19h49m26.48s,+40d25m47.3s,FALSE POSITIVE,34.193587,155.29615,13480,9.0354,NA,0.6381,88.81,0.221,0,0.1137,26.4,22.2,770,6135,4.02,1.79,1.22,4.43,SPC,10/25/13
19h30m37.69s,+46d32m14.4s,FALSE POSITIVE,31.2016889,183.40696,34474,3.5355,NA,0.026,89.95,0.158,0,0.1835,130.6,10.41,322,4021,4.74,0.52,0.543,13.9,Pinsonneault,10/25/13
19h51m22.18s,+46d34m27.4s,CONFIRMED,5.901269,171.4064,1523,2.2573,NA,0.66,87.66,0.052,0,0.0376,16.1,2.15,569,4061,4.74,0.524,0.549,13.9,Pinsonneault,10/25/13
19h51m22.18s,+46d34m27.4s,CONFIRMED,8.752167,170.6327,1263,2.4118,NA,0.71,88.24,0.068,0,0.0349,21,1.99,497,4061,4.74,0.524,0.549,13.9,Pinsonneault,10/25/13
19h51m22.18s,+46d34m27.4s,CONFIRMED,22.780806,155.2024,1964,3.3628,NA,0.71,88.81,0.129,0,0.0435,40,2.49,361,4061,4.74,0.524,0.549,13.9,Pinsonneault,10/25/13
19h51m22.18s,+46d34m27.4s,CONFIRMED,2.896009,133.6121,412,1.7798,NA,0.63,86.52,0.033,0,0.0194,10,1.11,714,4061,4.74,0.524,0.549,13.9,Pinsonneault,10/25/13
19h51m22.18s,+46d34m27.4s,CONFIRMED,0.742956,133.2785,238,1.0739,NA,0.69,80.21,0.013,0,0.015,4,0.86,1137,4061,4.74,0.524,0.549,13.9,Pinsonneault,10/25/13
19h46m46.95s,+47d19m38.3s,FALSE POSITIVE,4.72225588,178.24254,86833,3.4236,NA,0.445,88.24,0.046,0,0.27431,12.785,19.56,676,4069,4.572,0.653,0.581,NA,J-K,10/25/13
19h45m16.87s,+47d24m23.7s,FALSE POSITIVE,0.6350702,134.02012,36543,1.5957,NA,0.792,70.47,0.015,0,0.206,2.388,24.2,2366,6337,4.43,1.07,1.144,0.45,Pinsonneault,10/25/13
19h56m24.68s,+47d22m40.0s,FALSE POSITIVE,6.81082301,136.04624,14570,7.721,NA,0.314,87.66,0.082,0,0.10889,7.121,24.7,1602,7221,4.01,2.08,1.6,1.51,Pinsonneault,10/25/13
19h31m19.92s,+47d29m43.9s,FALSE POSITIVE,0.93374664,133.38678,4000,7.0725,NA,1.3304,21.2,0.018,0,0.39853,1.427,33,1523,5301,4.59,0.76,0.829,4.2,Pinsonneault,10/25/13
18h46m05.71s,+47d45m19.2s,FALSE POSITIVE,1.87242214,134.36513,3279,1.4043,NA,0.92,79.07,0.028,0,0.0677,4.96,6.4,1311,5353,4.47,0.86,0.81,12.9,Pinsonneault,10/25/13
19h31m22.11s,+47d29m01.8s,FALSE POSITIVE,0.93374637,133.38726,1996,6.9974,NA,1.2958,18.33,0.023,0,0.34252,1.363,158,3219,5392,3.44,4.21,1.762,1.6,Pinsonneault,10/25/13
19h46m47.93s,+47d24m24.2s,FALSE POSITIVE,6.471796,356.3841,570,6.8961,NA,0.67,83.08,0.069,0,0.023,5.5,1.9,905,6117,4.69,0.78,1.07,NA,KIC,10/25/13
19h39m04.78s,+39d23m54.6s,FALSE POSITIVE,3.773682,134.0595,165,2.9495,NA,0.25,88.24,0.049,0,0.01183,9.6,1.41,1310,6290,4.41,1.09,1.12,1.35,Pinsonneault,10/25/13
19h36m45.52s,+39d37m01.6s,FALSE POSITIVE,1.5449259,133.5492,139,1.0397,NA,0.93,78.5,0.027,0,0.0139,4.7,1.9,1900,6318,4.3,1.25,1.14,3.14,Pinsonneault,10/25/13
19h30m31.20s,+42d49m45.6s,FALSE POSITIVE,0.32302192,133.603053,50570,2,NA,1.33,32.66,0.009,0,0.61,1.57,56,2237,5227,4.478,0.847,0.787,NA,J-K,10/25/13
19h26m26.42s,+42d45m35.1s,FALSE POSITIVE,4.70812816,137.07139,53591,2.7128,NA,0.94,85.37,0.055,0,0.3242,11.34,32,1040,5859,4.54,0.89,0.993,0.5,Pinsonneault,10/25/13
19h32m04.89s,+42d30m31.8s,FALSE POSITIVE,14.4058538,360.3841,32600,5.562,NA,0.0281,89.95,0.108,0,0.1607,22.972,15.14,667,5347,4.476,0.863,0.813,NA,J-K,10/25/13
19h30m57.58s,+42d21m33.8s,FALSE POSITIVE,7.7023713,137.56306,17584,2.9943,NA,1.02,84.8,0.074,0,0.238,10.7,21.1,817,5583,4.58,0.81,0.918,0.6,Pinsonneault,10/25/13
19h52m44.07s,+42d00m47.3s,FALSE POSITIVE,13.738108,134.4364,689,2.9226,NA,0.96,85.37,0.118,0,0.03193,11.67,4.4,920,6405,4.31,1.25,1.16,2.55,Pinsonneault,10/25/13
19h05m12.06s,+42d22m29.4s,FALSE POSITIVE,16.6621542,142.18645,26943,3.8166,NA,1.23,87.09,0.135,0,0.44,24,54,815,6429,4.42,1.12,1.18,0.32,Pinsonneault,10/25/13
19h48m26.01s,+42d45m06.0s,FALSE POSITIVE,0.75216031,134.046,5516,1.6577,NA,0.919,54.43,0.016,0,0.0895,1.591,8.92,1905,5718,4.474,0.913,0.906,NA,J-K,10/25/13
19h36m21.86s,+42d29m29.3s,FALSE POSITIVE,4.8188665,358.1629,2794,5.1321,NA,0.9,75.06,0.052,0,0.05958,3.47,4.5,783,4847,4.67,0.7,0.83,NA,KIC,10/25/13
19h55m13.31s,+42d23m45.0s,FALSE POSITIVE,1.7525598,134.47439,1010,3.9215,NA,0.021,89.38,0.027,0,0.028,3.56,2.9,1483,5680,4.44,0.95,0.902,7.9,Pinsonneault,10/25/13
19h46m31.15s,+46d52m48.7s,FALSE POSITIVE,10.5815811,183.00779,118945,6.0607,NA,2.46,84.22,0.093,0,1.79,23.4,190,832,5841,4.447,0.969,0.959,NA,J-K,10/25/13
18h58m39.36s,+43d59m06.1s,FALSE POSITIVE,2.81945506,133.86881,73944,4.1168,NA,0.45,85.37,0.038,0,0.25435,5.899,30,1356,5754,4.33,1.08,0.918,10.1,Pinsonneault,10/25/13
19h50m50.24s,+48d04m51.1s,CONFIRMED,4.88780026,124.812537,4323,2.3684,NA,0.029,89.95,0.052,0,0.0577,16.68,4.68,794,4766,4.59,0.742,0.786,9,SPC,10/25/13
19h04m58.43s,+50d02m25.4s,CONFIRMED,4.43796291,171.008355,16465,4.6714,NA,0.018,89.95,0.056,0,0.11716,8.133,17.6,1314,6011,4.23,1.38,1.172,4.01,SME,10/25/13
19h56m24.79s,+40d50m57.5s,FALSE POSITIVE,1.20785347,178.21347,50767,4.1629,NA,1.054,62.45,0.022,0,0.376,2.288,36,1568,5656,4.52,0.87,0.917,3.8,Pinsonneault,10/25/13
19h32m46.82s,+39d54m26.2s,FALSE POSITIVE,2.37928191,133.65076,52183,3.2246,NA,0.023,89.95,0.037,0,0.204,6.779,23.8,1502,6333,4.44,1.07,1.15,0.27,Pinsonneault,10/25/13
19h47m30.63s,+43d56m29.9s,FALSE POSITIVE,2.5868808,133.81576,25438,5.6112,NA,0.6,79.07,0.04,0,0.153,3.243,21,1704,6819,4.34,1.28,1.32,0.3,Pinsonneault,10/25/13
19h21m47.37s,+40d26m34.4s,FALSE POSITIVE,3.96433383,136.02879,27638,4.7665,NA,0.028,89.95,0.05,0,0.1479,7.323,15.8,1195,6115,4.49,0.98,1.07,0.4,Pinsonneault,10/25/13
19h41m16.98s,+40d11m14.5s,FALSE POSITIVE,1.5259252,355.47847,21409,3.7472,NA,1.3,59.01,0.027,0,0.47,2.525,55,1642,5945,4.43,1.06,1.09,NA,KIC,10/25/13
19h07m53.09s,+46d52m06.1s,CONFIRMED,1.7635877,120.565126,4633,3.1666,NA,0.35,85.37,0.038,0,0.07799,4.4,23,3370,9071,3.93,2.7,2.27,0.58,Pinsonneault,10/25/13
18h49m24.78s,+43d20m06.5s,FALSE POSITIVE,3.1405226,178.4662,1312,6.0053,NA,0.029,89.38,0.043,0,0.033,4.141,3.7,1330,6133,4.43,1.04,1.07,2,Pinsonneault,10/25/13
19h25m01.08s,+36d44m37.0s,FALSE POSITIVE,21.761277,166.54036,1236,1.5138,NA,0.916,88.81,0.136,0,0.0404,54,3.1,493,4917,4.6,0.7,0.713,13.9,Pinsonneault,10/25/13
19h10m14.33s,+46d57m25.5s,FALSE POSITIVE,12.71379439,175.0718,37649,2.5473,NA,0.444,89.38,0.063,0,0.18284,44.23,5.39,296,3240,4.897,0.27,0.21,NA,J-K,10/25/13
19h41m52.96s,+44d00m38.7s,FALSE POSITIVE,15.8011078,177.15245,37927,6.3118,NA,0.5005,88.81,0.117,0,0.18212,20.5,15.1,603,5368,4.61,0.76,0.863,0.5,Pinsonneault,10/25/13
19h28m52.57s,+44d37m09.0s,CONFIRMED,1.2137703,170.48283,2033,0.5423,NA,0.77,86.52,0.019,0,0.0466,12.1,3.46,1106,4188,4.562,0.681,0.617,NA,J-K,10/25/13
19h28m52.57s,+44d37m09.0s,CONFIRMED,0.4532875,133.86894,1924,0.4358,NA,0.69,83.65,0.01,0,0.0429,6.3,3.19,1524,4188,4.562,0.681,0.617,NA,J-K,10/25/13
19h37m38.99s,+45d07m51.1s,FALSE POSITIVE,10.8101351,132.95073,5828,3.7365,NA,0.952,84.8,0.099,0,0.1056,10.38,14.5,970,6176,4.28,1.26,1.09,4.4,Pinsonneault,10/25/13
19h28m52.57s,+44d37m09.0s,CONFIRMED,1.8651086,133.79201,1344,0.5133,NA,0.87,87.09,0.025,0,0.0414,16.1,3.08,964,4188,4.562,0.681,0.617,NA,J-K,10/25/13
19h13m59.88s,+47d59m47.3s,FALSE POSITIVE,3.27369909,171.23833,6996,2.9026,NA,0.42,87.09,0.058,0,0.08084,8.67,22.8,3108,10564,3.99,2.58,2.38,NA,KIC,10/25/13
19h20m27.77s,+38d24m15.1s,FALSE POSITIVE,7.0471062,175.03222,53798,2.6593,NA,1.28,85.37,0.066,0,0.59,15.4,53,808,5148,4.485,0.835,0.777,NA,J-K,10/25/13
19h23m38.69s,+38d20m08.1s,FALSE POSITIVE,0.37946208,170.248606,2299,0.9318,NA,1.2,45.26,0.01,0,0.26,1.7,56,3127,5037,3.82,1.98,0.95,12.4,Pinsonneault,10/25/13
19h30m57.34s,+47d29m26.6s,FALSE POSITIVE,0.9337535,133.3845,457,4.1403,NA,0.018,89.38,0.015,0,0.0188,1.878,1.06,1036,4001,4.74,0.517,0.539,13.9,Pinsonneault,10/25/13
19h48m31.98s,+47d37m43.6s,FALSE POSITIVE,0.4452747,133.97129,224,2.0216,NA,0.16,84.8,0.011,0,0.01337,1.8,1.11,1974,5377,4.61,0.76,0.865,0.6,Pinsonneault,10/25/13
19h48m24.84s,+47d38m36.9s,FALSE POSITIVE,0.4452773,133.5227,174,2.0178,NA,0.56,68.18,0.012,0,0.0124,1.48,1.33,2459,6146,4.48,0.99,1.082,0.3,Pinsonneault,10/25/13
19h31m06.21s,+47d27m42.1s,FALSE POSITIVE,0.9337554,134.3169,220,4.2716,NA,0.03,88.81,0.019,0,0.0132,1.802,1.7,2176,6218,4.32,1.2,1.1,3.5,Pinsonneault,10/25/13
19h43m10.86s,+47d39m50.3s,FALSE POSITIVE,2.0374475,133.5948,130,3.5708,NA,0.02,89.95,0.033,0,0.0101,4.43,1.19,1582,6283,4.42,1.07,1.12,1.03,Pinsonneault,10/25/13
19h41m13.08s,+42d28m31.0s,CONFIRMED,59.87769,151.1868,1404,5.0111,NA,0.84,89.38,0.249,0,0.0392,56,2.33,274,4196,4.72,0.545,0.573,14,Pinsonneault,10/25/13
19h35m20.85s,+40d24m37.6s,FALSE POSITIVE,5.9103688,360.28462,19077,3.9793,NA,0.03,89.95,0.065,0,0.1228,12.754,10.8,928,5970,4.65,0.81,1.06,NA,KIC,10/25/13
19h05m01.55s,+46d53m33.6s,FALSE POSITIVE,2.13932606,135.06124,5837,2.0835,NA,0.98,72.77,0.029,0,0.1204,3.27,8.62,1001,4773,4.64,0.656,0.691,11,Pinsonneault,10/25/13
19h45m27.77s,+43d54m20.1s,FALSE POSITIVE,2.23379941,134.72019,3047,2.3648,NA,1.03,65.32,0.033,0,0.123,2.5,11.4,1279,5720,4.56,0.85,0.955,0.4,Pinsonneault,10/25/13
19h22m16.00s,+40d40m41.4s,FALSE POSITIVE,31.13859,415.94864,11951,4.2942,NA,0.876,88.24,0.195,0,0.12496,32.8,10.6,499,5676,4.67,0.77,1.02,NA,KIC,10/25/13
19h40m50.65s,+46d45m26.0s,FALSE POSITIVE,1.332567,354.58651,1372,4.1106,NA,0.13,87.09,0.024,0,0.033,2.61,2.8,1441,5734,4.67,0.78,1.03,NA,KIC,10/25/13
19h16m18.49s,+51d45m42.6s,FALSE POSITIVE,41.07754,379.1244,3661,4.92,NA,0.93,88.24,0.237,0,0.0731,29,9,523,5442,4.36,1.12,1.04,NA,KIC,10/25/13
19h45m40.22s,+46d43m55.3s,FALSE POSITIVE,135.91248,277.3263,9187,5.5354,NA,0.93,89.38,0.531,0,0.118,119,13.1,375,6158,4.46,1.01,1.084,0.8,Pinsonneault,10/25/13
18h46m40.60s,+42d02m19.1s,FALSE POSITIVE,9.8804807,173.60785,18866,2.3168,NA,1.02,86.52,0.092,0,0.238,18.1,25,882,6122,4.49,0.98,1.08,0.3,Pinsonneault,10/25/13
19h41m04.04s,+38d36m40.5s,FALSE POSITIVE,4.649606,261.3306,88,13.3147,NA,0.46,79.64,0.063,0,0.009,2.5,2,1737,6962,4.01,2.02,1.52,1.8,Pinsonneault,10/25/13
19h16m22.38s,+49d25m28.1s,FALSE POSITIVE,3.988599,171.0182,726,2.3576,NA,0.983,77.35,0.068,0,0.0401,4.51,70,3256,4806,2.44,16,2.612,0.514,SPC,10/25/13
19h04m04.61s,+48d52m00.3s,FALSE POSITIVE,0.5330595,171.22655,1431,1.7875,NA,1.411,26.36,0.018,0,0.442,1.58,212,5892,8553,3.57,4.4,2.62,0.52,Pinsonneault,10/25/13
19h49m14.41s,+49d42m10.9s,FALSE POSITIVE,4.6187664,133.386,4971,5.5697,NA,0.7,81.93,0.055,0,0.069,4.9,8.1,1176,6026,4.38,1.08,1.02,4.7,Pinsonneault,10/25/13
19h09m26.84s,+38d42m50.5s,CONFIRMED,2.785819,260.8369,72,3.4109,NA,0.181,88.24,0.043,0,0.00774,6.21,1.72,1863,6131,3.95,2.04,1.36,3.35,SME,10/25/13
18h56m06.43s,+49d24m55.5s,FALSE POSITIVE,18.95473,262.3943,811,16.2387,NA,0.9958,71.05,0.159,0,0.046,3,12.6,1115,6367,3.81,2.51,1.49,2.41,SPC,10/25/13
19h55m12.99s,+40d50m36.8s,FALSE POSITIVE,4.3488698,262.72625,556,2.3041,NA,0.022,89.95,0.031,0,0.0211,14.72,0.62,422,3240,4.897,0.27,0.21,NA,J-K,10/25/13
