koi_disposition,koi_time0bk,koi_incl,koi_sma,koi_ror,koi_dor,koi_steff,koi_slogg,koi_srad,koi_smass,koi_sage
CONFIRMED,136.0364,81.93,0.075,0.01397,6.31,6180.0,4.16,1.47,1.12,5.0
CONFIRMED,140.0651,83.08,0.087,0.01513,7.32,6180.0,4.16,1.47,1.12,5.0
CONFIRMED,133.2463,83.65,0.106,0.0156,8.87,6180.0,4.16,1.47,1.12,5.0
'FALSE POSITIVE',134.927,89.38,0.065,0.009,6.4,5902.0,4.43,0.99,0.976,4.8
'FALSE POSITIVE',132.1539,89.95,0.134,0.0217,96,6286.0,4.45,1.04,1.13,0.2
'FALSE POSITIVE',134.21231,52.71,0.038,0.42,2.1,6042.0,4.5,0.95,1.05,0.6
'FALSE POSITIVE',131.49529,67.04,0.02,0.0148,2.4,7113.0,4.3,1.39,1.4,0.59
'FALSE POSITIVE',132.5834,60.73,0.05,0.041,2.1,8182.0,3.88,2.7,2.04,0.84
'FALSE POSITIVE',133.2444,72.77,0.032,0.0717,3.03,3965.0,4.58,0.628,0.547,NA
'FALSE POSITIVE',207.12556,89.95,0.404,0.14537,99.26,6582.0,4.05,1.83,1.38,2.47
'FALSE POSITIVE',136.3058,85.94,0.464,0.24,17.2,7710.0,4.02,2.13,1.74,1.15
'FALSE POSITIVE',153.35299,89.38,0.393,0.43,103,5682.0,4.46,1.004,1.063,2.2
CONFIRMED,178.52741,87.66,0.113,0.03583,19.9,6103.0,4.07,1.66,1.192,4.65
'FALSE POSITIVE',132.6342,64.74,0.04,0.0203,2.28,5000.0,3.33,4.2,1.37,3.5
CONFIRMED,171.70459,88.24,0.07,0.01869,12.37,6103.0,4.07,1.66,1.192,4.65
'FALSE POSITIVE',133.7878,89.95,0.048,0.0086,8.84,6466.0,4.31,1.26,1.19,2.24
'FALSE POSITIVE',131.9266,85.94,0.038,0.0153,8.3,5551.0,4.45,0.92,0.861,10.1
'FALSE POSITIVE',132.50321,83.08,0.022,0.034,6.7,5721.0,4.56,0.85,0.956,0.4
'FALSE POSITIVE',131.9469,76.78,0.033,0.094,4.5,5137.0,4.54,0.77,0.76,13.9
'FALSE POSITIVE',131.5611,74.48,0.075,0.082,3.9,4946.0,3.57,2.76,1.03,9.2
'FALSE POSITIVE',135.3498,89.95,0.088,0.01424,15.37,6409.0,4.43,1.09,1.16,0.24
CONFIRMED,133.987,87.66,0.122,0.0351,20,5184.0,4.45,0.98,0.98,NA
'FALSE POSITIVE',132.0698,77.92,0.05,0.065,4.7,6005.0,4.51,0.94,1.037,0.5
CONFIRMED,175.24935,89.38,0.208,0.02441,47.7,5288.0,4.59,0.728,0.753,10.0
'FALSE POSITIVE',136.6279,89.38,0.125,0.0225,32,5130.0,4.38,1.07,0.99,NA
'FALSE POSITIVE',136.1346,88.81,0.026,0.0173,9.2,5701.0,4.56,0.84,0.95,0.4
'FALSE POSITIVE',134.757,85.94,0.077,0.0127,10,4881.0,4.6,0.77,0.86,NA
'FALSE POSITIVE',163.4231,89.95,0.232,0.021,44,5918.0,4.49,0.94,0.995,2.4
'FALSE POSITIVE',132.3961,89.95,0.07,0.0137,21,5875.0,4.54,0.89,1.0,0.3
CONFIRMED,191.8374,88.81,0.137,0.00944,31.4,5288.0,4.59,0.728,0.753,10.0
'FALSE POSITIVE',132.2593,89.95,0.029,0.0209,6.77,5358.0,4.58,0.78,0.846,3.6
'FALSE POSITIVE',134.031,89.38,0.053,0.0091,8.1,5372.0,4.61,0.76,0.864,0.8
'FALSE POSITIVE',135.1811,88.81,0.152,0.0518,41.5,5835.0,4.5,0.92,0.97,2.7
'FALSE POSITIVE',167.121,89.95,0.339,0.021,134,5545.0,4.59,0.8,0.911,0.5
CONFIRMED,134.34453,88.24,0.074,0.08575,17.9,5945.0,4.52,0.91,1.018,0.4
'FALSE POSITIVE',131.8081,88.24,0.027,0.0142,3.7,5438.0,4.476,0.875,0.836,NA
CONFIRMED,184.0443,88.24,0.1,0.00386,23,5288.0,4.59,0.728,0.753,10.0
'FALSE POSITIVE',132.2714,89.38,0.02,0.0051,2.731,6087.0,4.41,1.06,1.04,3.3
'FALSE POSITIVE',134.0911,71.05,0.053,0.028,3.1,6055.0,4.39,1.07,1.03,4.1
'FALSE POSITIVE',131.8645,88.24,0.02,0.0127,2.1,5492.0,4.54,0.83,0.872,4.9
'FALSE POSITIVE',133.1404,88.24,0.056,0.0179,25,5976.0,4.52,0.92,1.026,0.3
'FALSE POSITIVE',138.3164,87.09,0.139,0.053,18.9,6171.0,4.48,1,1.09,0.3
'FALSE POSITIVE',195.73,89.95,0.246,0.0046,43.4,5288.0,4.59,0.728,0.753,10.0
'FALSE POSITIVE',132.2587,89.38,0.016,0.0078,3.48,5046.0,4.57,0.742,0.739,14.0
'FALSE POSITIVE',131.6716,88.81,0.064,0.0124,20,6378.0,4.43,1.09,1.16,0.29
'FALSE POSITIVE',144.9791,89.38,0.117,0.025,40,5054.0,4.68,0.72,0.9,NA
'FALSE POSITIVE',131.57177,83.08,0.019,0.0133,5.1,5187.0,4.52,0.8,0.77,13.9
'FALSE POSITIVE',141.2954,89.95,0.137,0.022,48,4896.0,4.67,0.66,0.745,1.4
CONFIRMED,132.792729,89.95,0.026,0.12953,5.67,5787.0,4.45,1.048,1.119,1.03
'FALSE POSITIVE',133.4069,89.95,0.076,0.0101,23.48,6012.0,4.19,1.35,1.05,6.7
'FALSE POSITIVE',133.7824,81.36,0.035,0.01024,6.1,5853.0,4.54,0.88,0.992,0.4
'FALSE POSITIVE',134.93299,88.24,0.043,0.04904,9.6,5530.0,4.38,0.98,0.84,13.4
CONFIRMED,173.85714,83.65,0.062,0.01869,7.18,5793.0,4.281,1.242,1.075,6.37
'FALSE POSITIVE',136.0243,89.38,0.069,0.013,21.1,5691.0,4.55,0.85,0.94,1.5
'FALSE POSITIVE',133.5293,83.65,0.029,0.0158,2.4,4550.0,4.7,0.599,0.653,7.0
CONFIRMED,136.3854,84.8,0.091,0.00821,10.55,5793.0,4.281,1.242,1.075,6.37
'FALSE POSITIVE',141.568,81.36,0.098,0.0106,4.6,5406.0,4.43,0.91,0.815,13.9
'FALSE POSITIVE',131.98782,85.94,0.01,0.0196,3.3,3240.0,4.897,0.27,0.21,NA
'FALSE POSITIVE',136.861964,89.95,0.06,0.11021,7.809,6359.0,4.25,1.43,1.333,1.88
CONFIRMED,133.37835,88.24,0.04,0.0749,8.5,5442.0,4.48,0.87,0.837,10.2
'FALSE POSITIVE',144.13701,84.8,0.128,0.16,11.5,6491.0,4.19,1.48,1.24,2.95
'FALSE POSITIVE',136.30758,82.51,0.051,0.129,7.8,5379.0,4.47,0.86,0.815,12.2
'FALSE POSITIVE',161.8634,89.38,0.407,0.38,121,4485.0,4.68,0.597,0.627,13.8
'FALSE POSITIVE',169.69159,89.95,0.019,0.01723,4.22,4029.0,1.63,25.7,1.025,10.15
'FALSE POSITIVE',131.7692,40.68,0.022,0.0153,1.29,6005.0,3.89,2.06,1.2,4.9
'FALSE POSITIVE',131.8846,85.94,0.022,0.0087,5.8,5986.0,4.46,0.98,1.011,3.0
CONFIRMED,170.2875,84.8,0.06,0.0472,9.8,4069.0,4.74,0.525,0.549,13.9
'FALSE POSITIVE',138.216,88.24,0.079,0.021,18.9,6361.0,4.43,1.09,1.16,0.3
'FALSE POSITIVE',132.1033,87.66,0.057,0.0091,16.2,6086.0,4.48,0.98,1.06,0.9
CONFIRMED,172.6319,82.51,0.082,0.01074,6.66,6058.0,3.98,1.88,1.22,4.75
'FALSE POSITIVE',132.101,70.47,0.016,0.0098,2.05,6558.0,4.13,1.62,1.3,2.66
'FALSE POSITIVE',131.49837,14.9,0.016,0.1736,1.2,5832.0,3.66,2.95,1.45,2.8
'FALSE POSITIVE',132.17719,89.38,0.021,0.0081,3.399,6482.0,4.04,1.85,1.36,2.69
'FALSE POSITIVE',156.6662,89.95,0.178,0.0152,33.4,6338.0,4.43,1.08,1.148,0.4
'FALSE POSITIVE',132.576,89.95,0.03,0.0202,7.5,5620.0,4.58,0.82,0.925,0.5
CONFIRMED,136.9686,82.51,0.093,0.01362,7.52,6058.0,3.98,1.88,1.22,4.75
'FALSE POSITIVE',132.1957,89.38,0.021,0.0089,2.39,6563.0,4.11,1.69,1.33,2.62
CONFIRMED,169.8492,85.94,0.079,0.0442,12.9,4069.0,4.74,0.525,0.549,13.9
'FALSE POSITIVE',141.3613,89.95,0.099,0.021,13.5,5365.0,4.61,0.76,0.86,0.6
'FALSE POSITIVE',131.9384,85.94,0.046,0.0131,10.1,5792.0,4.49,0.92,0.951,3.8
'FALSE POSITIVE',131.6503,89.38,0.032,0.0132,6.1,6059.0,4.44,1.05,1.1,NA
'FALSE POSITIVE',131.7976,88.81,0.017,0.0129,1.86,6392.0,4.43,1.09,1.167,0.2
'FALSE POSITIVE',131.49581,82.51,0.012,0.0073,3.3,5628.0,4.36,1.02,0.875,11.9
'FALSE POSITIVE',131.72867,88.24,0.014,0.0132,3.2,5220.0,4.51,0.81,0.776,14.0
'FALSE POSITIVE',132.1583,87.66,0.03,0.0092,8.1,6180.0,4.39,1.09,1.08,2.6
'FALSE POSITIVE',131.8143,87.66,0.016,0.0064,2,5973.0,4.52,0.92,1.027,0.3
'FALSE POSITIVE',132.5824,72.19,0.036,0.00645,2.41,5930.0,4.02,1.91,1.387,3.39
'FALSE POSITIVE',173.6509,89.95,0.207,0.0112,23.5,8315.0,3.86,2.82,2.11,0.77
'FALSE POSITIVE',133.7325,89.38,0.051,0.0096,4.47,4948.0,4.59,0.71,0.722,14.0
'FALSE POSITIVE',132.5683,77.92,0.034,0.0087,2.8,6021.0,4.47,0.98,1.029,2.0
'FALSE POSITIVE',139.3566,86.52,0.168,0.0166,16.9,5803.0,4.54,0.87,0.979,0.5
CONFIRMED,131.5742,87.09,0.017,0.01257,3.5911,5627.0,4.39,1,0.905,10.0
'FALSE POSITIVE',173.903,89.95,0.202,0.026,68.1,6432.0,4.42,1.1,1.18,0.24
CONFIRMED,138.678,89.95,0.241,0.02013,51.36,5627.0,4.39,1,0.905,10.0
'FALSE POSITIVE',258.34887,89.95,0.803,0.02222,293.246424,5945.0,4.52,0.92,1.019,0.4
'FALSE POSITIVE',172.6824,89.95,0.05,0.024,14.69,5972.0,4.47,0.97,1.01,2.5
CONFIRMED,132.74047,89.38,0.168,0.06856,26.1,6184.0,4.181,1.52,1.278,3.13
'FALSE POSITIVE',170.7979,88.81,0.04,0.0098,11.8,5693.0,4.56,0.84,0.95,0.5
'FALSE POSITIVE',138.8451,89.38,0.087,0.027,19.9,5650.0,4.48,0.98,1.05,NA
CONFIRMED,141.682,85.37,0.116,0.00691,10.111,5973.0,4.06,1.61,1.091,6.4
'FALSE POSITIVE',131.7074,88.81,0.013,0.0053,1.73,5993.0,4.37,1.08,1.0,5.3
'FALSE POSITIVE',175.60719,89.95,0.153,0.102,32.48,8620.0,4.223,1.98,2.391,NA
'FALSE POSITIVE',132.0503,89.38,0.023,0.0138,2.513,5688.0,4.57,0.84,0.944,0.4
'FALSE POSITIVE',240.2358,89.38,0.82,0.45,225,6366.0,4.43,1.09,1.16,0.37
'FALSE POSITIVE',171.9541,88.24,0.185,0.0375,30.4,6378.0,4.43,1.09,1.159,0.34
'FALSE POSITIVE',172.1779,87.66,0.05,0.0212,9.4,6522.0,4.4,1.15,1.21,0.24
'FALSE POSITIVE',125.8796,78.5,0.075,0.02437,4.32,9511.0,4.18,2,2.13,0.421
'FALSE POSITIVE',169.64765,83.08,0.033,0.217,7.5,5736.0,4.56,0.85,0.961,0.4
'FALSE POSITIVE',193.2059,88.24,0.216,0.0392,34.1,4251.0,4.72,0.554,0.583,14.0
'FALSE POSITIVE',250.9723,89.95,0.545,0.23,422,3946.0,4.581,0.623,0.54,NA
CONFIRMED,138.00718,89.95,0.101,0.02544,15.7,6184.0,4.181,1.52,1.278,3.13
'FALSE POSITIVE',132.0742,89.38,0.029,0.0122,5.9,5548.0,4.42,1.05,1.05,NA
'FALSE POSITIVE',131.7456,85.94,0.014,0.0114,4.3,6166.0,4.48,1,1.09,0.4
'FALSE POSITIVE',132.3297,84.22,0.026,0.0066,6.5,6231.0,4.46,1.03,1.11,0.5
'FALSE POSITIVE',135.0981,88.24,0.105,0.0166,26,6354.0,4.44,1.07,1.15,0.23
'FALSE POSITIVE',171.42458,89.95,0.043,0.0168,10.99,6835.0,4.306,1.404,1.455,NA
'FALSE POSITIVE',160.47431,89.95,0.304,0.09983,28.301,5490.0,4.475,0.882,0.848,NA
'FALSE POSITIVE',172.2198,89.95,0.06,0.0097,11,6618.0,4.15,1.59,1.31,2.47
'FALSE POSITIVE',172.8404,89.95,0.097,0.021,23.7,5643.0,4.57,0.83,0.936,0.5
'FALSE POSITIVE',170.87972,89.38,0.026,0.024,3.87,5004.0,3.83,1.92,0.916,14.0
'FALSE POSITIVE',204.0183,89.38,1.034,0.0464,155,6229.0,4.46,1.03,1.11,0.3
'FALSE POSITIVE',154.7098,88.81,0.408,0.03597,38.7,6691.0,3.94,2.19,1.51,2.05
CONFIRMED,161.23998,89.38,0.305,0.04058,47.2,6184.0,4.181,1.52,1.278,3.13
'FALSE POSITIVE',171.67034,89.95,0.032,0.034,7.88,5486.0,4.59,0.79,0.89,0.6
'FALSE POSITIVE',174.43417,88.81,0.075,0.12746,8.913,5353.0,4.5,0.84,0.814,11.1
'FALSE POSITIVE',172.0465,82.51,0.043,0.13062,6.721,6042.0,4.43,1.03,1.03,3.3
'FALSE POSITIVE',192.9119,86.52,0.145,0.05281,13.29,4498.0,4.68,0.601,0.63,14.0
'FALSE POSITIVE',172.02738,83.08,0.052,0.117,8.6,5922.0,4.3,1.17,0.98,7.7
'FALSE POSITIVE',121.70172,87.09,0.022,0.01824,5.34,5846.0,4.44,1,0.997,4.5
CONFIRMED,131.6139,88.81,0.051,0.01045,7.93,6184.0,4.181,1.52,1.278,3.13
'FALSE POSITIVE',171.5633,89.38,0.055,0.0136,9.5,5345.0,4.62,0.75,0.858,0.6
'FALSE POSITIVE',132.0412,88.24,0.025,0.0066,2.8,6487.0,4.27,1.33,1.2,2.65
'FALSE POSITIVE',136.1988,89.95,0.075,0.0183,27.3,5736.0,4.47,0.93,0.93,5.6
'FALSE POSITIVE',133.8677,89.95,0.201,0.0091,25.7,6129.0,4.44,1.03,1.064,1.9
'FALSE POSITIVE',134.9588,89.95,0.065,0.0136,13.94,6206.0,4.4,1.09,1.09,2.2
'FALSE POSITIVE',174.36379,83.65,0.059,0.13239,7.106,4373.0,4.547,0.723,0.672,NA
'FALSE POSITIVE',171.66,89.95,0.041,0.0098,5.85,5984.0,4.13,1.46,1.05,7.0
'FALSE POSITIVE',173.56288,89.95,0.051,0.03422,9.95,5905.0,4.53,0.9,1.009,0.3
'FALSE POSITIVE',133.69905,89.95,0.025,0.01763,4.9,6167.0,4.15,1.55,1.231,3.7
'FALSE POSITIVE',135.40558,74.48,0.114,0.25,4.5,8129.0,3.68,3.6,2.31,0.68
'FALSE POSITIVE',192.5024,89.38,0.592,0.32,124,5632.0,4.47,0.91,0.892,7.3
'FALSE POSITIVE',169.85412,89.38,0.025,0.0195,8.4,6045.0,4.5,0.95,1.05,0.3
'FALSE POSITIVE',170.70983,85.37,0.04,0.22588,8.393,5945.0,4.52,0.92,1.019,0.4
CONFIRMED,159.10435,89.95,0.252,0.07074,63.88,6018.0,4.51,0.94,1.04,0.3
CONFIRMED,134.276079,85.94,0.061,0.08284,6.842,5934.0,4.04,1.78,1.26,4.43
CONFIRMED,295.321,89.38,0.385,0.0573,97.63,6018.0,4.51,0.94,1.04,0.3
'FALSE POSITIVE',174.18229,88.24,0.124,0.49,40,5167.0,4.61,0.73,0.8,4.3
'FALSE POSITIVE',134.0389,89.38,0.031,0.0148,5.25,4239.0,4.72,0.551,0.581,13.5
'FALSE POSITIVE',131.9349,66.46,0.025,0.0097,2.4,6202.0,4.38,1.12,1.09,2.7
'FALSE POSITIVE',132.00621,85.94,0.014,0.0197,3,6047.0,4.49,0.99,1.09,NA
'FALSE POSITIVE',131.7479,72.19,0.013,0.014,2,5812.0,4.55,0.87,0.976,0.4
'FALSE POSITIVE',132.1378,77.35,0.021,0.0094,4.2,6838.0,4.21,1.5,1.34,1.71
'FALSE POSITIVE',170.1901,89.38,0.023,0.0065,8.3,4566.0,4.67,0.615,0.643,13.9
'FALSE POSITIVE',175.657,87.66,0.19,0.153,29,3240.0,4.897,0.27,0.21,NA
'FALSE POSITIVE',143.07075,88.81,0.22,0.03757,19.18,9974.0,4.0,2.6,2.49,0.413
'FALSE POSITIVE',169.5509,89.95,0.055,0.022,16.1,5720.0,4.43,0.96,0.912,7.7
'FALSE POSITIVE',175.5577,89.95,0.138,0.029,33.5,6157.0,4.48,0.99,1.088,0.3
'FALSE POSITIVE',171.697,66.46,0.035,0.0294,2.4,6398.0,4.42,1.1,1.171,0.24
'FALSE POSITIVE',140.307,80.79,0.088,0.0163,6.1,6398.0,4.42,1.1,1.171,0.24
'FALSE POSITIVE',176.63506,85.94,0.114,0.24,15.4,6622.0,4.316,1.348,1.373,NA
'FALSE POSITIVE',177.96945,89.38,0.157,0.126,16.9,4917.0,4.6,0.7,0.714,13.8
'FALSE POSITIVE',171.4313,87.66,0.053,0.0144,14.6,5996.0,4.51,0.93,1.036,0.3
'FALSE POSITIVE',169.7284,89.38,0.022,0.017,6.2,4867.0,4.507,0.795,0.741,NA
'FALSE POSITIVE',240.59676,89.95,0.271,0.14038,54.12,5688.0,3.8,2.33,1.248,4.4
'FALSE POSITIVE',131.5643,89.95,0.023,0.0095,3.47,4978.0,4.67,0.67,0.763,0.8
'FALSE POSITIVE',132.0925,89.38,0.022,0.0109,2.39,5156.0,4.484,0.836,0.777,NA
'FALSE POSITIVE',131.7247,89.38,0.013,0.0085,2.171,6064.0,4.5,0.96,1.06,0.3
'FALSE POSITIVE',173.5162,62.45,0.062,0.027,2.2,6499.0,4.02,1.9,1.38,2.61
'FALSE POSITIVE',173.766801,87.66,0.157,0.2797,23.65,5750.0,4.474,0.917,0.914,NA
'FALSE POSITIVE',173.58169,83.08,0.056,0.187,8.3,4362.0,4.548,0.722,0.672,NA
'FALSE POSITIVE',171.23037,87.09,0.022,0.0114,3.4,6282.0,4.45,1.05,1.13,0.27
'FALSE POSITIVE',171.0017,80.21,0.077,0.0297,5.9,5535.0,3.98,1.66,0.972,10.9
'FALSE POSITIVE',169.6541,89.95,0.056,0.0179,13.8,6190.0,4.47,1.01,1.097,0.3
'FALSE POSITIVE',170.12298,89.95,0.04,0.0239,12.5,5810.0,4.55,0.87,0.979,0.4
'FALSE POSITIVE',169.6343,89.95,0.053,0.025,14.15,5486.0,4.53,0.84,0.86,6.2
'FALSE POSITIVE',177.54,87.66,0.086,0.0066,14,6278.0,4.45,1.04,1.13,0.2
'FALSE POSITIVE',144.8759,89.38,0.137,0.01,35,5945.0,4.5,0.94,1.009,1.6
'FALSE POSITIVE',132.8181,85.94,0.102,0.0111,12.7,6071.0,4.35,1.12,1.034,4.8
'FALSE POSITIVE',137.5223,86.52,0.114,0.0156,13.6,6059.0,4.49,0.97,1.052,0.7
'FALSE POSITIVE',132.2214,77.35,0.025,0.0069,3.9,6550.0,4.31,1.28,1.22,1.86
'FALSE POSITIVE',132.01,89.38,0.033,0.0161,4.4,5968.0,4.57,0.89,1.07,NA
'FALSE POSITIVE',131.9644,72.19,0.022,0.01,3.1,5946.0,3.91,1.98,1.17,5.5
'FALSE POSITIVE',170.32122,87.09,0.033,0.0221,12.5,5776.0,4.34,1.1,0.976,7.9
'FALSE POSITIVE',174.9617,89.95,0.083,0.0145,11.15,6037.0,4.5,0.95,1.048,0.3
'FALSE POSITIVE',176.9321,89.95,0.081,0.0148,22,5880.0,4.432,0.996,0.979,NA
'FALSE POSITIVE',196.3096,88.81,0.276,0.02759,36.6,6530.0,4.13,1.61,1.3,2.75
'FALSE POSITIVE',132.6047,89.95,0.159,0.0123,42.7,7005.0,4.17,1.61,1.41,1.58
CONFIRMED,176.47752,87.66,0.065,0.0371,15.7,4613.0,4.674,0.647,0.722,3.1
CONFIRMED,177.4784,87.66,0.079,0.0399,19.2,4613.0,4.674,0.647,0.722,3.1
'FALSE POSITIVE',171.1526,89.95,0.061,0.0137,13.1,5544.0,4.35,1.02,0.848,14.0
CONFIRMED,138.08734,85.37,0.078,0.05608,7.299,6395.0,4.15,1.63,1.374,2.27
'FALSE POSITIVE',171.9264,68.75,0.05,0.042,2.8,5482.0,4.39,0.96,0.834,13.9
'FALSE POSITIVE',173.78144,87.09,0.126,0.06248,11.273,5862.0,4.19,1.41,1.128,5.5
'FALSE POSITIVE',172.57995,65.89,0.068,0.09,2.45,6109.0,4.49,0.98,1.074,0.3
'FALSE POSITIVE',156.9875,88.24,0.235,0.0239,32.8,5559.0,4.37,1,0.85,13.2
'FALSE POSITIVE',131.803,85.94,0.018,0.0068,4.3,6235.0,4.46,1.03,1.11,0.3
'FALSE POSITIVE',134.1307,89.38,0.055,0.0088,10.8,6202.0,4.354,1.184,1.156,NA
'FALSE POSITIVE',141.8227,88.81,0.106,0.0222,25,5178.0,4.73,0.68,0.91,NA
'FALSE POSITIVE',168.0107,85.94,0.037,0.1999,9.17,4917.0,4.503,0.802,0.748,NA
'FALSE POSITIVE',169.85308,79.07,0.037,0.42,6.7,5731.0,4.474,0.915,0.91,NA
'FALSE POSITIVE',169.96541,80.79,0.027,0.0294,5.4,6021.0,4.51,0.94,1.04,0.3
'FALSE POSITIVE',170.487495,74.48,0.044,0.543,5.133,6433.0,4.29,1.33,1.25,1.9
'FALSE POSITIVE',172.12001,85.37,0.103,0.42,16.2,6525.0,4.08,1.74,1.34,2.68
'FALSE POSITIVE',204.12777,88.24,0.245,0.27,38,6180.0,4.43,1.05,1.08,1.6
'FALSE POSITIVE',169.63325,73.91,0.023,0.0157,3.3,6615.0,4.28,1.34,1.24,1.88
'FALSE POSITIVE',170.06345,89.95,0.032,0.0203,6.115,6600.0,4.38,1.18,1.24,0.22
'FALSE POSITIVE',132.0216,84.8,0.023,0.013,3.5,5340.0,4.67,0.75,0.96,NA
'FALSE POSITIVE',136.037,88.24,0.075,0.0137,12.6,5988.0,4.48,0.99,1.09,NA
'FALSE POSITIVE',131.6878,59.01,0.013,0.0169,1.78,5174.0,4.57,0.76,0.78,9.2
'FALSE POSITIVE',137.2173,88.24,0.084,0.0107,13.1,6168.0,4.46,1.02,1.09,0.9
'FALSE POSITIVE',134.122,87.66,0.159,0.0094,12.9,6340.0,4.22,1.39,1.18,3.54
CONFIRMED,140.47723,89.95,0.98,0.08333,180,6330.0,4.43,1.07,1.14,0.53
CONFIRMED,147.0856,89.95,0.724,0.05841,133,6330.0,4.43,1.07,1.14,0.53
CONFIRMED,158.958,89.95,0.312,0.02171,57.4,6330.0,4.43,1.07,1.14,0.53
'FALSE POSITIVE',172.2585,89.95,0.109,0.089,12.01,27740.0,3.945,6.88,15.221,NA
'FALSE POSITIVE',172.80193,88.81,0.164,0.21068,38.155,6255.0,4.46,1.04,1.12,0.2
'FALSE POSITIVE',171.576,89.95,0.065,0.0182,11.99,5954.0,4.52,0.92,1.023,0.3
'FALSE POSITIVE',171.579,85.94,0.067,0.00579,9,6104.0,4.42,1.085,1.122,1.5
'FALSE POSITIVE',181.8548,89.38,0.027,0.021,4.91,5942.0,4.409,1.039,1.01,NA
'FALSE POSITIVE',176.0705,89.95,0.099,0.025,26.4,5659.0,4.57,0.83,0.939,0.5
'FALSE POSITIVE',169.59511,89.95,0.128,0.037,55.2,5466.0,4.6,0.79,0.89,0.5
'FALSE POSITIVE',171.0979,89.95,0.11,0.0151,32.8,5891.0,4.41,1.01,0.969,5.7
CONFIRMED,135.992,86.52,0.084,0.02709,12.6,5541.0,4.53,0.857,0.906,4.0
'FALSE POSITIVE',226.965,89.38,0.547,0.032,125,5365.0,4.61,0.76,0.86,0.9
'FALSE POSITIVE',131.9153,87.09,0.036,0.0118,7.5,5372.0,4.53,0.82,0.83,8.2
'FALSE POSITIVE',132.3813,89.38,0.016,0.0138,4.13,4292.0,4.64,0.63,0.63,NA
'FALSE POSITIVE',131.756,69.9,0.021,0.0136,2.4,5770.0,4.55,0.86,0.969,0.5
'FALSE POSITIVE',189.151,89.95,0.558,0.031,69.7,5482.0,4.59,0.79,0.893,0.6
'FALSE POSITIVE',131.7568,65.89,0.008,0.0136,1.75,4901.0,4.55,0.82,0.88,NA
'FALSE POSITIVE',177.594552,89.95,0.115,0.12943,15.043,6054.0,4.42,1.04,1.03,3.3
'FALSE POSITIVE',171.09694,89.95,0.034,0.028,6.54,5597.0,4.1,1.41,0.92,13.2
CONFIRMED,177.84231,89.38,0.089,0.0582,26.3,5721.0,4.47,0.993,1.069,1.4
'FALSE POSITIVE',169.944,87.66,0.108,0.0351,21,5894.0,4.53,0.9,1.006,0.3
CONFIRMED,132.03952,83.65,0.068,0.01804,7.27,6172.0,4.36,1.197,1.205,1.65
'FALSE POSITIVE',171.69,89.95,0.095,0.0175,21.29,5897.0,4.53,0.9,1.005,0.4
'FALSE POSITIVE',170.5123,87.66,0.03,0.034,11.7,5576.0,4.58,0.81,0.913,0.5
'FALSE POSITIVE',131.8073,89.38,0.016,0.0127,1.939,5897.0,4.426,1.008,0.989,NA
'FALSE POSITIVE',169.66649,73.91,0.023,0.02999,3.47,5975.0,4.52,0.93,1.03,0.3
'FALSE POSITIVE',131.8164,46.98,0.012,0.012,1.43,5197.0,4.61,0.73,0.807,3.8
'FALSE POSITIVE',211.53131,88.24,0.265,0.152,38,6686.0,4.36,1.23,1.27,0.28
'FALSE POSITIVE',178.26024,76.2,0.027,0.02686,3.9,6686.0,4.36,1.23,1.27,0.28
CONFIRMED,182.48733,89.38,0.143,0.07502,36,5777.0,4.45,1.012,1.053,2.7
CONFIRMED,175.41224,89.38,0.229,0.0744,57.5,5777.0,4.45,1.012,1.053,2.7
'FALSE POSITIVE',157.54077,75.63,0.03,0.04015,3.84,5439.0,4.27,1.17,0.933,12.5
CONFIRMED,182.0846,89.95,0.027,0.01515,6.83,5777.0,4.45,1.012,1.053,2.7
'FALSE POSITIVE',173.74725,89.95,0.054,0.027,12.68,5504.0,4.475,0.884,0.851,NA
'FALSE POSITIVE',170.996,89.38,0.076,0.01569,21,6558.0,4.12,1.66,1.32,2.65
'FALSE POSITIVE',170.81146,89.95,0.087,0.029,14.05,6638.0,4.11,1.7,1.35,2.4
'FALSE POSITIVE',170.18907,85.37,0.069,0.0612,11.6,6104.0,4.367,1.136,1.097,NA
'FALSE POSITIVE',172.36974,89.95,0.051,0.0249,11.42,6434.0,4.41,1.12,1.181,0.42
'FALSE POSITIVE',170.701637,24.64,0.015,0.3224,1.434,8450.0,3.58,4.3,2.59,0.53
CONFIRMED,133.4963,79.07,0.035,0.00971,3.73,6172.0,4.36,1.197,1.205,1.65
'FALSE POSITIVE',171.27413,89.38,0.67,0.01012,129.943897,5986.0,4.36,1.09,1.0,5.6
'FALSE POSITIVE',194.82499,87.66,0.163,0.38,30,5567.0,4.5,0.88,0.88,6.8
'FALSE POSITIVE',132.5153,81.36,0.03,0.0168,5.9,6052.0,4.42,1.03,1.03,3.2
'FALSE POSITIVE',132.4616,88.24,0.028,0.0089,6.5,6052.0,4.5,0.95,1.054,0.3
'FALSE POSITIVE',134.1873,88.24,0.048,0.0064,5.4,6086.0,4.39,1.08,1.04,3.8
'FALSE POSITIVE',132.0592,87.66,0.021,0.0047,3.2,4636.0,4.526,0.761,0.71,NA
'FALSE POSITIVE',136.858,64.17,0.062,0.0237,2.25,5605.0,4.82,0.64,0.98,NA
'FALSE POSITIVE',135.3292,88.81,0.074,0.0187,17.7,5122.0,4.46,0.96,0.97,NA
